drug1_idx,drug2_idx,drug1_smiles,drug2_smiles,true_label,tsne_1,tsne_2
1152,1690,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,0,10.650026,-32.913223
434,603,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,1,51.188854,-10.271245
1239,1377,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1,28.5858,-16.038532
1003,1638,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0,-11.737413,1.7454258
120,1570,Cc1cccc(N2CC(CO)OC2=O)c1,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1,14.221332,-28.894577
72,1826,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1,13.689825,1.0834415
52,1441,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1,3.8516102,-33.42999
689,793,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21,1,11.564688,-37.855568
265,1431,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,0,-21.75962,29.379528
290,974,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,0,-38.826504,29.662123
127,608,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,1,10.12275,4.4270563
792,983,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1,16.114986,-22.281248
78,214,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,0,-27.294191,-29.21672
5,652,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1,-8.732166,31.577002
623,1213,NCCNCCNCCN,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,0,-29.668653,-1.3200871
284,343,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0,-36.333763,-23.539583
191,1253,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,-3.3160262,46.556
608,1434,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,O=c1[nH]c(=O)n(C2CCCO2)cc1F,0,-4.132299,16.88562
1052,1186,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1,41.03405,13.027132
544,1184,CN(C)c1nc(N(C)C)nc(N(C)C)n1,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,0,-7.5550714,7.0243287
365,1108,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1,37.81246,28.304169
6,833,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,1,2.014082,-32.2065
571,1368,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,C=CCOc1ccccc1OCC(O)CNC(C)C,1,-34.630123,26.248455
574,625,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,1,32.23529,24.713959
169,437,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,1,12.6297455,34.409332
133,978,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1,-38.753414,13.38416
1429,1626,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1,39.52413,28.8904
230,1148,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],0,-23.845053,-12.077267
1025,1596,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0,-5.7129507,-5.3680215
753,1644,O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3],C[C@H]1[C@H](c2ccccc2)OCCN1C,0,-6.257062,3.4975495
650,1724,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,1,59.059402,-4.319956
1121,1378,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1,-3.638093,12.691693
1256,1421,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0,-23.762135,18.594934
407,1196,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,O=C(O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,-21.77569,29.877747
197,225,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1,7.864258,13.463852
84,498,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1,-12.395948,-30.120283
895,1621,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,1,43.913284,-10.76296
114,354,CNCCCC1c2ccccc2C=Cc2ccccc21,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1,40.517982,-0.27594805
531,1781,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,CNC(C)CCC=C(C)C,0,11.413671,-27.942612
297,420,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,CC(C)(N)Cc1ccccc1,1,10.508821,-26.233734
415,506,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,1,-25.992374,-43.569386
810,1161,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,1,3.5501554,13.266941
990,1348,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CCCN(CCC)CCc1cccc2c1CC(=O)N2,1,28.593605,-18.769815
336,1138,CNNCc1ccc(C(=O)NC(C)C)cc1,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,1,28.713196,-23.382689
879,1782,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1,-15.118475,-15.683352
110,1293,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,0,26.227827,12.522514
229,701,Cc1cc(=O)n(-c2ccccc2)n1C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0,-23.110947,-15.275464
107,1838,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,0,42.709915,11.2178755
105,1173,CN1CCC[C@H]1c1cccnc1,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,9.923061,12.958855
167,667,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,0,-49.077736,1.1108054
842,1673,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,0,12.631785,-10.441177
1330,1700,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0,-11.368074,14.85677
110,177,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,1,-12.727008,40.023815
832,1488,CC(C)NCC(O)COc1cccc2ccccc12,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,0,-15.617282,11.682936
728,1001,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,CC(C)[C@H]1CC[C@H](C(O)=N[C@H](Cc2ccccc2)C(=O)O)CC1,1,18.325985,8.395596
217,1645,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1,11.637417,-12.629868
761,1096,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0,-23.405346,-11.305202
993,1264,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,1,-0.62371653,-19.960196
558,1355,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1,59.91139,-9.123595
272,326,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,CC[N+](C)(C)Cc1ccccc1Br,0,-16.065632,-26.49806
762,1564,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1,22.505907,-11.453942
7,1200,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0,-34.959568,-5.477238
212,838,CCN(CC)C(=O)c1cccc(C)c1,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,0,-33.82254,4.8724856
337,744,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,C=CCOc1ccc(CC(=O)O)cc1Cl,1,-30.26911,-40.475933
844,1405,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,-17.450224,-22.197262
1482,1720,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0,0.97058976,-12.427855
553,1332,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,0,-11.472536,3.5930882
602,1388,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,1,11.4480095,-37.11101
861,1397,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,NC12CC3CC(CC(C3)C1)C2,1,2.1742823,17.939816
83,1004,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1,-30.695137,27.456709
1352,1601,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,NC(=O)c1cccnc1,1,-6.4770947,18.657265
196,1444,O=C1c2ccccc2C(=O)C1c1ccccc1,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,1,-29.882277,-35.349762
64,580,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,0,-39.673115,9.519278
791,829,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1,44.077496,-11.788963
562,1142,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,C=O,0,-18.912233,-3.1496992
287,1482,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0,-28.937582,-14.887641
715,1821,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,0,-19.969152,25.529371
1294,1444,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,-29.126411,31.059013
1570,1776,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0,-26.331999,8.993468
1549,1646,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,CC(C)[C@@H]1N=C(O)[C@H](CCCCN)N=C(O)[C@@H](Cc2c[nH]c3ccccc23)N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@@H](N=C(O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(O)=N[C@@H](Cc2c[nH]c3ccccc23)C(=N)O)N=C1O,0,-18.17006,15.922602
181,1139,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,1,22.69355,26.455137
507,1819,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,OCC(O)COc1ccc(Cl)cc1,0,-38.78684,32.0508
104,270,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,0,21.824362,-34.382366
456,1647,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CCCCOc1ccc(OCCCN2CCOCC2)cc1,0,-36.406307,31.706808
130,1529,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,N=C(O)CN1CCCC1=O,0,-27.072817,41.162937
561,1303,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,0,-17.874197,-30.890347
69,1830,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,0,-9.506543,-12.325533
139,553,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,0,5.6116986,14.046333
5,680,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,1,-27.371784,-4.4207807
37,1387,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,1,-24.146221,-27.512802
413,1594,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1,21.387804,-19.236952
846,1822,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=NN(CCCl)C(=O)NC1CCCCC1,1,7.8797565,36.381535
602,1429,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0,21.457985,-10.515308
807,1486,FCOC(C(F)(F)F)C(F)(F)F,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,1,37.14479,14.902161
5,1656,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,0,-27.341278,-4.4652653
613,1738,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,O=C(O)Cc1ccccc1,1,-7.2403464,39.464985
63,1317,O=P1(N(CCCl)CCCl)NCCCO1,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1,9.53133,24.363407
88,732,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1,-7.2225504,-23.931211
1160,1175,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1,-12.9767885,45.92483
1040,1375,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1,44.930264,-7.786275
150,666,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1,48.038033,-11.790113
282,980,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,1,21.135971,30.901432
664,1060,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,FC(F)OC(F)(F)C(F)Cl,0,30.796803,12.49276
903,1547,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,1,18.708302,-15.696384
182,205,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,1,5.244619,9.808579
1154,1499,C#CCN[C@@H]1CCc2ccccc21,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0,-16.586138,26.88932
966,1709,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,1,16.484745,-37.094822
40,864,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1,7.157926,26.81624
32,1635,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,[Fe+2].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2],0,-18.81092,-3.0115223
329,1100,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,O.O.O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Na+].[Na+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-],1,-11.154258,-16.563305
565,702,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,1,16.721296,31.5487
